                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     80,                0.60462,                 0.3258,                0.95822,                0.85968,                0.88343,                0.89551,                0.66961,                 1.0372,                0.70294,                 1.4413,             0.00053172,             0.00053172,             0.00053172
                     81,                0.59105,                0.31372,                0.94307,                0.87095,                0.87242,                0.91107,                0.69038,                0.97628,                 0.6581,                 1.3842,             0.00052439,             0.00052439,             0.00052439
                     82,                0.59434,                0.30849,                0.96071,                0.88469,                0.86362,                0.91097,                0.68889,                 0.9635,                0.65805,                 1.3842,             0.00051706,             0.00051706,             0.00051706
                     83,                0.57954,                0.30604,                0.94022,                0.88316,                0.87851,                0.90526,                0.68344,                0.99018,                0.69513,                 1.4014,             0.00050973,             0.00050973,             0.00050973
                     84,                0.59774,                0.32261,                0.95785,                0.84078,                0.82567,                0.88175,                0.66431,                 1.0197,                0.77174,                 1.4628,             0.00050239,             0.00050239,             0.00050239
                     85,                0.59493,                0.31804,                0.96611,                0.87182,                0.86034,                0.89538,                0.66291,                 1.0327,                0.69616,                 1.4872,             0.00049506,             0.00049506,             0.00049506
                     86,                0.57433,                0.30326,                0.96087,                  0.855,                0.87433,                0.89022,                 0.6451,                 1.0526,                0.67909,                 1.5229,             0.00048773,             0.00048773,             0.00048773
                     87,                0.57311,                0.30708,                 0.9347,                0.82851,                0.87615,                0.88011,                0.64795,                 1.0514,                0.75104,                 1.5139,              0.0004804,              0.0004804,              0.0004804
                     88,                0.57128,                0.30806,                0.93262,                0.84901,                0.87534,                0.88154,                0.65398,                 1.0474,                0.75806,                 1.5149,             0.00047306,             0.00047306,             0.00047306
                     89,                0.56175,                0.29319,                0.94469,                0.82729,                0.86653,                0.87638,                0.65547,                 1.0205,                0.77641,                 1.4812,             0.00046573,             0.00046573,             0.00046573
                     90,                0.56217,                0.29957,                0.94026,                0.83317,                0.83482,                0.85359,                0.64463,                 1.0003,                0.83915,                 1.4387,              0.0004584,              0.0004584,              0.0004584
                     91,                0.56898,                0.29599,                0.94247,                0.84217,                0.83902,                0.84745,                0.63851,                0.98269,                 0.7868,                 1.4366,             0.00045107,             0.00045107,             0.00045107
                     92,                0.57316,                0.29811,                 0.9501,                 0.8731,                0.81404,                0.86628,                0.64757,                 1.0337,                0.76097,                 1.4614,             0.00044373,             0.00044373,             0.00044373
                     93,                0.59156,                0.29967,                0.94647,                 0.8422,                0.85005,                0.87133,                0.65714,                0.99444,                0.74008,                 1.4535,              0.0004364,              0.0004364,              0.0004364
                     94,                0.54014,                0.29337,                0.93521,                0.85402,                0.86078,                0.86776,                0.65491,                0.99322,                0.73812,                 1.4353,             0.00042907,             0.00042907,             0.00042907
                     95,                0.53756,                0.29341,                0.94606,                0.86366,                0.85335,                 0.8712,                 0.6613,                0.99548,                0.74083,                 1.4382,             0.00042174,             0.00042174,             0.00042174
                     96,                0.54743,                0.29766,                0.93136,                0.87709,                0.84249,                0.89196,                0.66855,                 1.0193,                  0.706,                 1.4662,              0.0004144,              0.0004144,              0.0004144
                     97,                0.55076,                 0.2986,                0.94438,                0.85281,                 0.8528,                0.89005,                0.66708,                 1.0054,                0.68932,                 1.4808,             0.00040707,             0.00040707,             0.00040707
                     98,                0.56205,                0.30198,                0.95203,                0.91495,                 0.8275,                0.87885,                0.66332,                0.99582,                0.68598,                 1.4616,             0.00039974,             0.00039974,             0.00039974
                     99,                0.54249,                 0.2941,                0.93713,                0.83401,                0.84165,                0.86415,                0.64241,                 1.0236,                 0.7393,                 1.4966,             0.00039241,             0.00039241,             0.00039241
                    100,                0.52569,                0.28308,                0.91929,                0.87138,                0.83069,                0.86535,                0.64692,                 1.0172,                  0.733,                 1.4931,             0.00038507,             0.00038507,             0.00038507
                    101,                0.50915,                0.28383,                0.93051,                 0.8941,                0.82013,                0.86708,                0.64985,                 1.0125,                 0.7281,                 1.4953,             0.00037774,             0.00037774,             0.00037774
                    102,                0.52197,                0.29316,                0.92743,                0.83781,                0.85685,                0.86154,                0.65129,                 1.0248,                0.74861,                 1.5073,             0.00037041,             0.00037041,             0.00037041
                    103,                0.53689,                0.33258,                0.96654,                0.83274,                 0.8603,                0.85965,                0.65753,                 1.0103,                0.77583,                 1.4888,             0.00036307,             0.00036307,             0.00036307
                    104,                0.51082,                0.27952,                0.90238,                0.87384,                0.79834,                0.85066,                0.64088,                 1.0204,                0.79606,                 1.4928,             0.00035574,             0.00035574,             0.00035574
                    105,                0.52205,                0.29555,                0.93584,                0.83997,                0.84329,                0.86867,                0.64995,                 1.0224,                0.80197,                 1.4991,             0.00034841,             0.00034841,             0.00034841
                    106,                0.49541,                0.28213,                0.94296,                 0.8692,                0.81608,                  0.874,                0.64729,                 1.0368,                0.80546,                 1.5157,             0.00034108,             0.00034108,             0.00034108
                    107,                0.49488,                0.27253,                0.90813,                0.83355,                0.83101,                0.86819,                0.65473,                 1.0014,                0.77193,                 1.4814,             0.00033374,             0.00033374,             0.00033374
                    108,                0.51173,                0.26988,                0.91307,                0.85713,                0.84802,                0.87063,                0.65496,                 1.0205,                0.75605,                 1.5365,             0.00032641,             0.00032641,             0.00032641
                    109,                0.48061,                0.26828,                0.91346,                0.85457,                0.84835,                0.86952,                0.65244,                 1.0468,                0.78275,                 1.5589,             0.00031908,             0.00031908,             0.00031908
                    110,                0.49309,                0.26726,                0.93847,                0.85371,                0.83152,                0.86932,                0.66323,                 1.0271,                0.76938,                 1.5183,             0.00031175,             0.00031175,             0.00031175
                    111,                0.48999,                 0.2683,                0.89423,                0.84544,                0.84237,                0.87441,                0.66754,                 1.0122,                 0.7486,                  1.499,             0.00030441,             0.00030441,             0.00030441
                    112,                0.47379,                0.26315,                0.91145,                0.82357,                0.84903,                0.88169,                0.67113,                 1.0168,                 0.7427,                 1.5052,             0.00029708,             0.00029708,             0.00029708
                    113,                0.48993,                0.27559,                0.92289,                0.86066,                0.82839,                0.87755,                0.66444,                 1.0131,                0.74771,                 1.5198,             0.00028975,             0.00028975,             0.00028975
                    114,                 0.4797,                0.26409,                0.89591,                0.87192,                0.82615,                0.89084,                0.67887,                 1.0078,                0.71966,                 1.5238,             0.00028242,             0.00028242,             0.00028242
                    115,                0.45702,                0.26133,                0.88534,                 0.8639,                0.86573,                0.89411,                0.68685,                0.99575,                0.70467,                 1.4858,             0.00027508,             0.00027508,             0.00027508
                    116,                0.47952,                0.26645,                0.91201,                0.85633,                0.86439,                0.90613,                0.69153,                0.98104,                0.70272,                 1.4549,             0.00026775,             0.00026775,             0.00026775
                    117,                0.48996,                0.27125,                0.90998,                0.88871,                0.82578,                0.90674,                0.69722,                0.96617,                0.68681,                 1.4559,             0.00026042,             0.00026042,             0.00026042
                    118,                0.46216,                0.25353,                0.89393,                0.87011,                0.85598,                0.90417,                0.68728,                0.99108,                 0.7135,                 1.4941,             0.00025309,             0.00025309,             0.00025309
                    119,                0.49405,                0.26962,                0.92366,                0.86407,                0.85535,                0.88879,                0.67284,                 1.0126,                0.70353,                  1.526,             0.00024575,             0.00024575,             0.00024575
                    120,                0.46017,                0.25597,                 0.8875,                0.84508,                0.87359,                0.89693,                0.68426,                0.99951,                0.69736,                 1.5072,             0.00023842,             0.00023842,             0.00023842
                    121,                0.47224,                 0.2597,                 0.9137,                0.83177,                0.87268,                0.90158,                0.67517,                 1.0101,                0.71484,                 1.5149,             0.00023109,             0.00023109,             0.00023109
                    122,                0.46692,                0.26155,                0.91782,                 0.8727,                0.84104,                0.89725,                0.68337,                0.99776,                0.68974,                 1.4949,             0.00022376,             0.00022376,             0.00022376
                    123,                0.46206,                0.25651,                 0.8952,                0.84394,                0.85871,                0.88587,                0.67794,                0.99658,                0.70093,                 1.4989,             0.00021642,             0.00021642,             0.00021642
                    124,                0.43829,                0.24097,                0.88708,                0.89687,                0.80477,                0.89186,                0.68177,                0.99088,                0.70748,                 1.4834,             0.00020909,             0.00020909,             0.00020909
                    125,                0.44437,                0.24661,                0.89083,                0.91519,                0.79079,                0.88601,                0.67908,                0.99675,                0.73653,                 1.4994,             0.00020176,             0.00020176,             0.00020176
                    126,                0.42896,                0.24865,                0.89135,                0.89776,                0.80539,                0.88152,                0.67941,                0.98276,                0.72902,                 1.4882,             0.00019442,             0.00019442,             0.00019442
                    127,                0.41547,                0.23224,                0.87171,                0.86912,                0.83298,                0.88585,                0.67588,                0.99493,                 0.6761,                 1.5126,             0.00018709,             0.00018709,             0.00018709
                    128,                0.43309,                0.24264,                0.87417,                0.90026,                0.82109,                0.89374,                0.68614,                0.99138,                0.65979,                  1.519,             0.00017976,             0.00017976,             0.00017976
                    129,                0.42958,                0.24013,                0.87668,                0.84037,                0.86797,                0.89721,                0.69233,                0.98081,                0.66826,                  1.511,             0.00017243,             0.00017243,             0.00017243
                    130,                0.42796,                0.23792,                0.88421,                0.86212,                0.85544,                0.89139,                0.68885,                0.98599,                 0.7074,                 1.5021,             0.00016509,             0.00016509,             0.00016509
                    131,                0.41353,                0.23928,                0.86889,                0.86055,                0.87063,                0.89003,                0.68358,                 1.0049,                0.72011,                 1.5256,             0.00015776,             0.00015776,             0.00015776
                    132,                0.44142,                0.24651,                0.90384,                0.87121,                  0.867,                0.88822,                0.67721,                 1.0188,                0.74076,                 1.5419,             0.00015043,             0.00015043,             0.00015043
                    133,                0.42476,                0.24164,                 0.8785,                0.86832,                 0.8638,                0.89312,                0.68241,                 1.0187,                0.72759,                 1.5368,              0.0001431,              0.0001431,              0.0001431
                    134,                0.45366,                0.26736,                0.90047,                0.87506,                0.87067,                0.89658,                0.68334,                   1.02,                0.71812,                 1.5473,             0.00013576,             0.00013576,             0.00013576
                    135,                0.40285,                0.23131,                0.89004,                0.86872,                0.86103,                0.89909,                0.68546,                 1.0221,                0.70877,                 1.5603,             0.00012843,             0.00012843,             0.00012843
                    136,                0.42062,                0.23937,                0.87314,                 0.8768,                0.88359,                0.89925,                0.68296,                 1.0211,                 0.7186,                  1.554,              0.0001211,              0.0001211,              0.0001211
                    137,                0.42347,                0.23696,                0.88946,                 0.8813,                0.88667,                 0.9051,                0.68939,                 1.0115,                0.70405,                 1.5464,             0.00011377,             0.00011377,             0.00011377
                    138,                0.39909,                0.22876,                0.86794,                0.86604,                0.87592,                 0.8956,                0.68389,                 1.0083,                0.73837,                 1.5405,             0.00010643,             0.00010643,             0.00010643
                    139,                0.41576,                 0.2328,                0.88218,                0.86285,                0.84848,                0.88916,                0.67735,                 1.0206,                0.75531,                 1.5653,             9.9101e-05,             9.9101e-05,             9.9101e-05
                    140,                0.40099,                0.22432,                0.86311,                0.86959,                0.83972,                0.88892,                0.67717,                 1.0148,                 0.7431,                 1.5581,             9.1769e-05,             9.1769e-05,             9.1769e-05
                    141,                0.35315,                0.20067,                0.86085,                0.88648,                0.82816,                0.89402,                 0.6807,                 1.0099,                0.73162,                 1.5476,             8.4436e-05,             8.4436e-05,             8.4436e-05
                    142,                0.34537,                0.19426,                0.86859,                0.86434,                0.85389,                0.89286,                0.68321,                 1.0079,                0.73116,                 1.5308,             7.7103e-05,             7.7103e-05,             7.7103e-05
                    143,                0.34286,                0.19284,                0.85508,                  0.875,                0.84992,                0.89461,                0.68443,                 1.0145,                0.73309,                 1.5385,             6.9771e-05,             6.9771e-05,             6.9771e-05
                    144,                0.33473,                0.18642,                0.84209,                0.86295,                0.86363,                0.89509,                0.68597,                 1.0093,                0.72787,                 1.5497,             6.2438e-05,             6.2438e-05,             6.2438e-05
                    145,                0.32381,                0.18917,                0.85806,                0.87472,                0.85981,                0.88967,                  0.677,                  1.016,                0.73966,                 1.5606,             5.5106e-05,             5.5106e-05,             5.5106e-05
                    146,                0.33966,                0.18909,                0.86262,                0.87947,                0.86514,                0.89219,                0.67335,                 1.0198,                0.75773,                  1.566,             4.7773e-05,             4.7773e-05,             4.7773e-05
                    147,                0.33912,                0.18892,                0.84767,                0.87362,                0.85299,                0.88611,                0.66882,                 1.0231,                 0.7477,                 1.5785,              4.044e-05,              4.044e-05,              4.044e-05
                    148,                0.34759,                0.19346,                0.86256,                0.85631,                 0.8759,                0.89088,                0.67634,                 1.0213,                0.75828,                 1.5822,             3.3108e-05,             3.3108e-05,             3.3108e-05
                    149,                0.31656,                 0.1831,                0.83627,                0.85015,                0.87888,                 0.8914,                0.67356,                  1.026,                0.77273,                 1.5911,             2.5775e-05,             2.5775e-05,             2.5775e-05
                    150,                0.32308,                 0.1854,                0.85198,                0.85024,                0.87523,                0.89393,                0.67881,                  1.023,                0.77489,                 1.5903,             1.8443e-05,             1.8443e-05,             1.8443e-05
